. - Down,. - Up,5 - Down,5 - Up,a - Down,a - Up,e - Down,e - Up,i - Down,i - Up,l - Down,n - Down,n - Up,o - Down,o - Up,r - Down,r - Up,t - Down,t - Up,t - i Down,i - e Down,e - 5 Down,5 - r Down,r - o Down,o - a Down,a - n Down,n - l Down,. - t Up,t - i Up,i - e Up,e - 5 Up,5 - r Up,r - o Up,o - a Up,a - n Up
1.91e-05,0.071815968,0.960052013,1.048069954,1.280030966,1.409552097,0.378268003,0.464036942,0.279983997,0.352099895,1.530864954,1.384304047,1.43175602,1.284284115,1.388935089,1.167943001,1.33584094,0.179431915,0.294064045,0.100552082,0.098284006,0.58178401,0.207890987,0.116341114,-0.004253149,0.104273081,0.146560907,0.222248077,0.058035851,0.111937046,0.584033012,0.287770987,0.053094149,0.020617008,0.022203922
2.22e-05,0.069634199,1.029643059,1.093484163,1.349452019,1.445595026,0.341651201,0.437525988,0.245668173,0.321224213,1.589597225,1.417709112,1.477478027,1.293595076,1.389505148,1.205626011,1.365424156,0.15764308,0.250268221,0.088025093,0.095983028,0.687991858,0.175982952,0.087969065,0.055856943,0.068257093,0.171888113,0.180634022,0.070955992,0.116301775,0.655958176,0.271939993,0.024080992,0.056089878,0.031883001
1.91e-05,0.077504158,0.808867216,0.891866207,1.536276102,1.648415089,0.376787186,0.448252201,0.266283035,0.320281029,1.816321135,1.653577089,1.706444025,1.144059181,1.215974092,1.008344173,1.128194094,0.184341192,0.260207176,0.081941843,0.11050415,0.43208003,0.199476957,0.135715008,0.392216921,0.117300987,0.162744045,0.182703018,0.060073853,0.127971172,0.443614006,0.236327887,0.087779999,0.432440996,0.058028936
2.1e-05,0.06378603,0.992002964,1.075185061,1.927979946,2.015869856,0.448009014,0.520127058,0.288189888,0.351948977,2.188035011,2.034787893,2.087621927,1.760397911,1.80792594,1.65596199,1.75108695,0.183979034,0.25986886,0.104210854,0.159819126,0.54399395,0.663959026,0.104435921,0.167582035,0.106807947,0.153247118,0.19608283,0.092080116,0.168178082,0.555058002,0.67590189,0.056838989,0.207943916,0.071752071
2.1e-05,0.087740898,1.119801998,1.160040855,1.44776082,1.542996883,0.528859854,0.575735807,0.385518789,0.455708981,1.897750854,1.655775785,1.727556944,1.407764912,1.519683838,1.319786787,1.476297855,0.295774937,0.375726938,0.089743853,0.143341064,0.590942144,0.199984789,0.087978125,0.039995909,0.208014965,0.241975069,0.28798604,0.079982042,0.120026827,0.584305048,0.316257,0.043385983,0.023313046,0.184560061
1.79e-05,0.106982946,0.875048876,0.947351933,1.731021881,1.834897995,0.412513971,0.498965979,0.299638987,0.362964869,2.050843954,1.86163497,1.91111207,1.587031841,1.690906048,1.123077869,1.246434927,0.219069004,0.315605879,0.080569983,0.112874985,0.462534904,0.248028994,0.463953972,0.14399004,0.130613089,0.189208984,0.208622932,0.04735899,0.13600111,0.448385954,0.299082994,0.444471121,0.143991947,0.076214075
1.81e-05,0.088830233,0.896947145,0.968833208,2.360409021,2.478241205,0.360952139,0.482394218,0.234441042,0.315862179,2.624927044,2.460477114,2.520788193,1.912930012,2.008635998,1.096920013,1.200813055,0.136905193,0.215733051,0.097535849,0.126511097,0.535995007,0.199972868,0.816009998,0.44747901,0.100068092,0.16444993,0.126902819,0.100129128,0.16653204,0.48643899,0.231979847,0.807822943,0.469605207,0.042546988
2e-05,0.073871851,0.931329012,1.031331062,1.617785931,1.729786873,0.37001586,0.449928999,0.25792098,0.316935062,1.845630884,1.698046923,1.796588898,1.509384871,1.59383297,1.231343031,1.345859051,0.170034885,0.262960911,0.087886095,0.112094879,0.561313152,0.300014019,0.27804184,0.10840106,0.080260992,0.147583961,0.18908906,0.053974152,0.132993937,0.581402063,0.314527988,0.247973919,0.135953903,0.066802025
2.1e-05,0.111688852,0.839952946,0.903706789,1.487926006,1.583651781,0.343939781,0.439852953,0.239986897,0.303914785,1.751940966,1.598212957,1.647815943,1.319664001,1.415481806,1.071945906,1.183968782,0.159667969,0.267632008,0.080318928,0.103952885,0.496013165,0.23199296,0.247718096,0.168262005,0.110286951,0.153728008,0.155943155,0.036282778,0.135938168,0.463853836,0.280261993,0.231513023,0.168169975,0.064164162
2e-05,0.087891102,0.755084038,0.839874983,1.220087051,1.333240032,0.351989031,0.4401021,0.245352983,0.303978205,1.485769033,1.338652134,1.399876118,1.120463133,1.170104027,0.975797176,1.096006155,0.152047157,0.239898205,0.093305826,0.106636047,0.403095007,0.220713139,0.144665956,0.099623919,0.118565083,0.147116899,0.152007103,0.06408,0.136123896,0.399772882,0.256131172,0.074097872,0.163136005,0.066636086
1.0013580322265625e-05,0.09585905075073242,1.111656904220581,1.1837821006774902,1.5918910503387451,1.7087368965148926,0.3953990936279297,0.49493908882141113,0.29575610160827637,0.3354940414428711,1.847649097442627,1.6719379425048828,1.7418439388275146,1.4634590148925781,1.5438148975372314,1.4263479709625244,1.4936649799346924,0.1957530975341797,0.2634439468383789,0.10000300407409668,0.09964299201965332,0.7162578105926514,0.31469106674194336,0.03711104393005371,0.128432035446167,0.0800468921661377,0.17571115493774414,0.16758489608764648,0.07205009460449219,0.15944504737854004,0.6888430118560791,0.30988287925720215,0.05014991760253906,0.16492199897766113,0.03310704231262207
1.0967254638671875e-05,0.06854701042175293,0.9598720073699951,1.0394768714904785,1.448734998703003,1.5643680095672607,0.43582701683044434,0.5003249645233154,0.33434104919433594,0.4012279510498047,1.7039029598236084,1.5039129257202148,1.5978779792785645,1.3518900871276855,1.4172298908233643,1.2719109058380127,1.3820030689239502,0.2079179286956787,0.29585790634155273,0.12642312049865723,0.1014859676361084,0.5240449905395508,0.3120388984680176,0.07997918128967285,0.09684491157531738,0.055177927017211914,0.19999003410339355,0.2273108959197998,0.10537004470825195,0.09909701347351074,0.5391519069671631,0.3425261974334717,0.03522682189941406,0.14713811874389648,0.03350996971130371
7.867813110351562e-06,0.05213594436645508,0.7001419067382812,0.7649328708648682,1.2518959045410156,1.3798987865447998,0.36500096321105957,0.48401689529418945,0.2995479106903076,0.3399169445037842,1.546726942062378,1.3481669425964355,1.4135208129882812,1.1319677829742432,1.2120327949523926,1.0359869003295898,1.164456844329834,0.16440200805664062,0.26804494857788086,0.135145902633667,0.06545305252075195,0.3351409435272217,0.3358449935913086,0.09598088264465332,0.11992812156677246,0.09627103805541992,0.19855999946594238,0.21590900421142578,0.07187199592590332,0.14409995079040527,0.2809159755706787,0.3995239734649658,0.047575950622558594,0.16786599159240723,0.033622026443481445
1.0013580322265625e-05,0.10013699531555176,0.891564130783081,0.9551379680633545,1.2833809852600098,1.4141709804534912,0.36341094970703125,0.4433159828186035,0.28369998931884766,0.3229939937591553,1.531386137008667,1.381641149520874,1.447268009185791,1.2308909893035889,1.3149549961090088,1.1481130123138428,1.203282117843628,0.15523910522460938,0.2591519355773926,0.12846088409423828,0.0797109603881836,0.5281531810760498,0.2565488815307617,0.0827779769897461,0.0524899959564209,0.09826016426086426,0.14974498748779297,0.15901494026184082,0.0638420581817627,0.12032198905944824,0.511821985244751,0.24814414978027344,0.11167287826538086,0.09921598434448242,0.033097028732299805
1.0013580322265625e-05,0.0981130599975586,0.7598268985748291,0.8636538982391357,1.167680025100708,1.2796640396118164,0.2978200912475586,0.41423892974853516,0.23085403442382812,0.3438429832458496,1.378551959991455,1.3122320175170898,1.411876916885376,1.0965940952301025,1.1689729690551758,0.9515700340270996,1.0638229846954346,0.13275504112243652,0.1995680332183838,0.0980989933013916,0.06696605682373047,0.4620068073272705,0.1917431354522705,0.14502406120300293,0.07108592987060547,0.14455199241638184,0.06631994247436523,0.1014549732208252,0.14427495002746582,0.07039594650268555,0.4494149684906006,0.20016908645629883,0.10514998435974121,0.11069107055664062,0.13221287727355957
